index,price,condo_fee,bedrooms,bathrooms,vacancies,floor,construction_year,total_area_m2,price_per_area,street_address,street_number,neighborhood,zip_code,city,state,country,address,description,url,link,latitude,longitude,advertizer
1805,1149990,1930,3,3,1,0,-1.0,111,10360.27027027027,Rua Deputado Lacerda Franco,53,Pinheiros,05418000,São Paulo,SP,BR,"Rua Deputado Lacerda Franco 53, Pinheiros, 05418000, São Paulo, SP, BR",Venda Apartamento 3 Dormitórios - 111 m² Pinheiros,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-area-de-servico-pinheiros-zona-oeste-sao-paulo-sp-111m2-id-2656945272/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-area-de-servico-pinheiros-zona-oeste-sao-paulo-sp-111m2-id-2656945272/"">Venda Apartamento 3 Dormitórios - 111 m² Pinheiros</a>",-23.564411,-46.689832,Olimpia House
1806,1000000,1395,3,1,1,0,1973.0,107,9345.794392523365,Rua Mourato Coelho,,Pinheiros,05417000,São Paulo,SP,BR,"Rua Mourato Coelho , Pinheiros, 05417000, São Paulo, SP, BR",Apartamentos para alugar com 107m² em Pinheiros SP,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-107m2-id-2633526872/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-107m2-id-2633526872/"">Apartamentos para alugar com 107m² em Pinheiros SP</a>",,,Grenna Imoveis
1807,1150000,1800,3,1,1,0,1971.0,134,8582.089552238805,Rua Navarro de Andrade,140,Pinheiros,05418020,São Paulo,SP,BR,"Rua Navarro de Andrade 140, Pinheiros, 05418020, São Paulo, SP, BR",Apartamento com 3 dormitórios em Pinheiros,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-cozinha-pinheiros-zona-oeste-sao-paulo-sp-134m2-id-2647990165/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-cozinha-pinheiros-zona-oeste-sao-paulo-sp-134m2-id-2647990165/"">Apartamento com 3 dormitórios em Pinheiros</a>",-23.564674,-46.688389,THE ONE 1 LTDA
1808,1200000,1160,3,1,1,5,-1.0,105,11428.57142857143,,,Pinheiros,05420000,São Paulo,SP,BR," , Pinheiros, 05420000, São Paulo, SP, BR","Apartamento com 3 dormitórios à venda, 105 m² por R$ 1.200.000,00 - Pinheiros - São Paulo/SP",https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-area-de-servico-pinheiros-zona-oeste-sao-paulo-sp-105m2-id-2567742975/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-area-de-servico-pinheiros-zona-oeste-sao-paulo-sp-105m2-id-2567742975/"">Apartamento com 3 dormitórios à venda, 105 m² por R$ 1.200.000,00 - Pinheiros - São Paulo/SP</a>",,,UNION SP
1809,1100000,1904,3,3,1,0,-1.0,122,9016.393442622952,,,Pinheiros,05412000,São Paulo,SP,BR," , Pinheiros, 05412000, São Paulo, SP, BR",Apartamento com 3 Dormitorio(s) localizado(a) no bairro Pinheiros em São Paulo / Ref.:OR,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-122m2-id-2632155299/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-122m2-id-2632155299/"">Apartamento com 3 Dormitorio(s) localizado(a) no bairro Pinheiros em São Paulo / Ref.:OR</a>",,,Zampier Negócios Imobiliários
1810,1200000,1002,3,2,1,0,1969.0,116,10344.827586206897,Rua Artur de Azevedo,,Pinheiros,05404014,São Paulo,SP,BR,"Rua Artur de Azevedo , Pinheiros, 05404014, São Paulo, SP, BR","Apartamento à venda em Pinheiros com 116 m², 3 quartos, 1 suíte, 1 vaga",https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-116m2-id-2656905076/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-116m2-id-2656905076/"">Apartamento à venda em Pinheiros com 116 m², 3 quartos, 1 suíte, 1 vaga</a>",,,Marcelo Franco Callejon 174847-F-SP
1811,790000,1300,2,1,1,0,-1.0,112,7053.571428571428,Rua Fradique Coutinho,,Pinheiros,05416010,São Paulo,SP,BR,"Rua Fradique Coutinho , Pinheiros, 05416010, São Paulo, SP, BR","Apartamento à venda no bairro Pinheiros - São Paulo/SP, Zona Sul",https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-cozinha-pinheiros-zona-oeste-sao-paulo-sp-112m2-id-2617901301/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-cozinha-pinheiros-zona-oeste-sao-paulo-sp-112m2-id-2617901301/"">Apartamento à venda no bairro Pinheiros - São Paulo/SP, Zona Sul</a>",,,Hidaka Imóveis
1812,1159980,1600,3,3,1,0,-1.0,107,10840.934579439252,Rua Oscar Freire,1549,Pinheiros,05409010,São Paulo,SP,BR,"Rua Oscar Freire 1549, Pinheiros, 05409010, São Paulo, SP, BR",Apartamento Venda Pinheiros 107 m² 3 Dormitórios,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-playground-pinheiros-zona-oeste-sao-paulo-sp-107m2-id-2656955154/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-playground-pinheiros-zona-oeste-sao-paulo-sp-107m2-id-2656955154/"">Apartamento Venda Pinheiros 107 m² 3 Dormitórios</a>",-23.558739,-46.673484,Ohi Imóveis
1813,859000,2756,2,4,1,0,-1.0,112,7669.642857142857,Rua Alves Guimarães,,Pinheiros,05410000,São Paulo,SP,BR,"Rua Alves Guimarães , Pinheiros, 05410000, São Paulo, SP, BR","APARTAMENTO RESIDENCIAL em São Paulo - SP, Pinheiros",https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-pinheiros-zona-oeste-sao-paulo-sp-112m2-id-2653157730/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-pinheiros-zona-oeste-sao-paulo-sp-112m2-id-2653157730/"">APARTAMENTO RESIDENCIAL em São Paulo - SP, Pinheiros</a>",,,AUGUSTO GOMES
1814,859000,2756,2,3,1,0,1978.0,113,7601.769911504425,Rua Alves Guimarães,55,Pinheiros,05410000,São Paulo,SP,BR,"Rua Alves Guimarães 55, Pinheiros, 05410000, São Paulo, SP, BR","Apartamento Pinheiros, 2 Quartos, 1 Suite, 1 Vaga",https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-pinheiros-zona-oeste-sao-paulo-sp-113m2-id-2649625708/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-pinheiros-zona-oeste-sao-paulo-sp-113m2-id-2649625708/"">Apartamento Pinheiros, 2 Quartos, 1 Suite, 1 Vaga</a>",-23.561448,-46.674434,Alberto H. Yoshida
1815,990000,1100,3,2,1,0,-1.0,110,9000.0,Rua Henrique Schaumann,,Jardim Paulista,05413010,São Paulo,SP,BR,"Rua Henrique Schaumann , Jardim Paulista, 05413010, São Paulo, SP, BR",Apartamento com 110 m² na região de Pinheiros.,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-jardim-paulista-zona-sul-sao-paulo-sp-110m2-id-2567799590/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-jardim-paulista-zona-sul-sao-paulo-sp-110m2-id-2567799590/"">Apartamento com 110 m² na região de Pinheiros.</a>",,,SINAI IMOBILIARIA LTDA. - EPP
1816,1200000,1750,3,3,1,1,1979.0,110,10909.09090909091,Rua Oscar Freire,,Pinheiros,05409011,São Paulo,SP,BR,"Rua Oscar Freire , Pinheiros, 05409011, São Paulo, SP, BR",APARTAMENTO - PINHEIROS - SP,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-interfone-pinheiros-zona-oeste-sao-paulo-sp-110m2-id-2642631328/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-interfone-pinheiros-zona-oeste-sao-paulo-sp-110m2-id-2642631328/"">APARTAMENTO - PINHEIROS - SP</a>",,,Paulo Roberto Leardi
1817,700000,2900,3,3,1,0,-1.0,120,5833.333333333333,Rua Alves Guimarães,55,Pinheiros,05410000,São Paulo,SP,BR,"Rua Alves Guimarães 55, Pinheiros, 05410000, São Paulo, SP, BR",,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-120m2-id-2577875807/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-120m2-id-2577875807/""></a>",-23.561448,-46.674434,S2 BRokers
1818,1159980,1600,3,3,1,0,-1.0,107,10840.934579439252,Rua Oscar Freire,1549,Pinheiros,05409010,São Paulo,SP,BR,"Rua Oscar Freire 1549, Pinheiros, 05409010, São Paulo, SP, BR",Apartamento Venda Pinheiros 107 m² 3 Dormitórios,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-playground-pinheiros-zona-oeste-sao-paulo-sp-107m2-id-2656944574/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-playground-pinheiros-zona-oeste-sao-paulo-sp-107m2-id-2656944574/"">Apartamento Venda Pinheiros 107 m² 3 Dormitórios</a>",-23.558739,-46.673484,OLIMPIA HOUSE LTDA
1819,1108800,1618,4,4,1,0,1959.0,100,11088.0,Rua Fradique Coutinho,484,Pinheiros,05416000,São Paulo,SP,BR,"Rua Fradique Coutinho 484, Pinheiros, 05416000, São Paulo, SP, BR","Apartamento à venda em Pinheiros com 100 m², 4 quartos, 1 suíte, 1 vaga",https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-pinheiros-zona-oeste-sao-paulo-sp-100m2-id-2657091803/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-pinheiros-zona-oeste-sao-paulo-sp-100m2-id-2657091803/"">Apartamento à venda em Pinheiros com 100 m², 4 quartos, 1 suíte, 1 vaga</a>",-23.562518,-46.686702,RI Negócios Imobiliários
1820,1200000,2298,2,3,1,0,-1.0,126,9523.809523809523,Rua Mourato Coelho,,Pinheiros,05417010,São Paulo,SP,BR,"Rua Mourato Coelho , Pinheiros, 05417010, São Paulo, SP, BR","Apartamento à Venda - Pinheiros, 2 Quartos, 126 m2",https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-mobiliado-pinheiros-zona-oeste-sao-paulo-sp-126m2-id-2650053357/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-mobiliado-pinheiros-zona-oeste-sao-paulo-sp-126m2-id-2650053357/"">Apartamento à Venda - Pinheiros, 2 Quartos, 126 m2</a>",,,QuintoAndar Vendas
1821,910000,2200,3,3,1,0,1978.0,120,7583.333333333333,,,Pinheiros,05410000,São Paulo,SP,BR," , Pinheiros, 05410000, São Paulo, SP, BR",São Paulo - Apartamento Padrão - PINHEIROS,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-120m2-id-2578952054/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-120m2-id-2578952054/"">São Paulo - Apartamento Padrão - PINHEIROS</a>",,,LOPES PRIME
1822,1200000,1350,3,1,1,9,1965.0,120,10000.0,Rua Teodoro Sampaio,1704,Pinheiros,05406100,São Paulo,SP,BR,"Rua Teodoro Sampaio 1704, Pinheiros, 05406100, São Paulo, SP, BR","Apartamento à venda em Pinheiros com 120 m², 3 quartos, 1 vaga",https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-120m2-id-2657093162/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-120m2-id-2657093162/"">Apartamento à venda em Pinheiros com 120 m², 3 quartos, 1 vaga</a>",-23.562206,-46.685411,RI Negócios Imobiliários
1823,1165000,1814,3,3,1,0,1979.0,115,10130.434782608696,Rua Teodoro Sampaio,,Pinheiros,05406100,São Paulo,SP,BR,"Rua Teodoro Sampaio , Pinheiros, 05406100, São Paulo, SP, BR","Imóvel de 115m², com 3 dormitórios (sendo 1 suíte).",https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-pinheiros-zona-oeste-sao-paulo-sp-115m2-id-2649633221/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-pinheiros-zona-oeste-sao-paulo-sp-115m2-id-2649633221/"">Imóvel de 115m², com 3 dormitórios (sendo 1 suíte).</a>",,,Tribeira Imóveis
1824,1075000,1448,3,3,1,7,-1.0,140,7678.571428571428,Rua Oscar Freire,2595,Pinheiros,05409012,São Paulo,SP,BR,"Rua Oscar Freire 2595, Pinheiros, 05409012, São Paulo, SP, BR","Apartamento com 3 dormitórios à venda, 140 m² por R$ 1.075.000,00 - Pinheiros - São Paulo/SP",https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-140m2-id-2567125993/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-140m2-id-2567125993/"">Apartamento com 3 dormitórios à venda, 140 m² por R$ 1.075.000,00 - Pinheiros - São Paulo/SP</a>",-23.550845,-46.679098,SALES IMOVEIS LTDA
1825,1200000,1900,3,1,1,2,-1.0,135,8888.888888888889,,,Pinheiros,05404014,São Paulo,SP,BR," , Pinheiros, 05404014, São Paulo, SP, BR","Apartamento com 3 dormitórios à venda, 135 m² - Pinheiros - São Paulo/SP",https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-135m2-id-2624420071/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-135m2-id-2624420071/"">Apartamento com 3 dormitórios à venda, 135 m² - Pinheiros - São Paulo/SP</a>",,,Oito Imobiliária Ltda
1826,1025000,1500,3,3,1,0,1981.0,129,7945.736434108527,Rua Fradique Coutinho,,Pinheiros,05416000,São Paulo,SP,BR,"Rua Fradique Coutinho , Pinheiros, 05416000, São Paulo, SP, BR",Pinheiros! Reformado! Próximo do Metrô Fradique Coutinho!,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-cozinha-pinheiros-zona-oeste-sao-paulo-sp-129m2-id-2656525269/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-cozinha-pinheiros-zona-oeste-sao-paulo-sp-129m2-id-2656525269/"">Pinheiros! Reformado! Próximo do Metrô Fradique Coutinho!</a>",,,PLUS IMÓVEIS
1827,859000,2756,2,3,1,0,1978.0,113,7601.769911504425,Rua Alves Guimarães,55,Pinheiros,05410000,São Paulo,SP,BR,"Rua Alves Guimarães 55, Pinheiros, 05410000, São Paulo, SP, BR",SãO PAULO - Apartamento Padrão - Pinheiros,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-interfone-pinheiros-zona-oeste-sao-paulo-sp-113m2-id-2649495800/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-interfone-pinheiros-zona-oeste-sao-paulo-sp-113m2-id-2649495800/"">SãO PAULO - Apartamento Padrão - Pinheiros</a>",-23.561448,-46.674434,DOORZ ASSESSORIA IMOBILIARIA
1828,1175000,1980,3,2,1,0,-1.0,136,8639.70588235294,Avenida Pedroso de Morais,,Pinheiros,05419000,São Paulo,SP,BR,"Avenida Pedroso de Morais , Pinheiros, 05419000, São Paulo, SP, BR",SAO PAULO - Apartamento padrao - PINHEIROS,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-elevador-pinheiros-zona-oeste-sao-paulo-sp-136m2-id-2568146126/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-elevador-pinheiros-zona-oeste-sao-paulo-sp-136m2-id-2568146126/"">SAO PAULO - Apartamento padrao - PINHEIROS</a>",,,Pacheco Imóveis
1829,1200000,2000,2,2,1,0,-1.0,120,10000.0,Rua Oscar Freire,,Pinheiros,05409010,São Paulo,SP,BR,"Rua Oscar Freire , Pinheiros, 05409010, São Paulo, SP, BR","Apartamento à Venda - Pinheiros, 2 Quartos, 120 m2",https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-mobiliado-pinheiros-zona-oeste-sao-paulo-sp-120m2-id-2563169070/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-mobiliado-pinheiros-zona-oeste-sao-paulo-sp-120m2-id-2563169070/"">Apartamento à Venda - Pinheiros, 2 Quartos, 120 m2</a>",,,QuintoAndar Vendas
1830,580000,905,2,1,0,0,-1.0,102,5686.274509803921,Rua Butantã,,Pinheiros,05424000,São Paulo,SP,BR,"Rua Butantã , Pinheiros, 05424000, São Paulo, SP, BR",SAO PAULO - Apartamento padrao - PINHEIROS,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-seguranca-interna-pinheiros-zona-oeste-sao-paulo-sp-102m2-id-2530710151/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-seguranca-interna-pinheiros-zona-oeste-sao-paulo-sp-102m2-id-2530710151/"">SAO PAULO - Apartamento padrao - PINHEIROS</a>",,,Pacheco Imóveis
1831,1050000,1423,3,3,1,0,-1.0,129,8139.53488372093,Rua Fradique Coutinho,,Pinheiros,05416011,São Paulo,SP,BR,"Rua Fradique Coutinho , Pinheiros, 05416011, São Paulo, SP, BR","Apartamento á venda com 3 dormitórios e 1 vaga, localizado em Pinheiros",https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-pinheiros-zona-oeste-sao-paulo-sp-129m2-id-2651195199/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-pinheiros-zona-oeste-sao-paulo-sp-129m2-id-2651195199/"">Apartamento á venda com 3 dormitórios e 1 vaga, localizado em Pinheiros</a>",,,CDIA Corretores de imóveis Associados LTDA
1832,850000,1700,3,2,1,0,-1.0,125,6800.0,Rua Cardeal Arcoverde,,Vila Madalena,05407002,São Paulo,SP,BR,"Rua Cardeal Arcoverde , Vila Madalena, 05407002, São Paulo, SP, BR","Apartamento à venda no bairro Vila Madalena - São Paulo/SP, Zona Oeste",https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-cozinha-vila-madalena-zona-oeste-sao-paulo-sp-125m2-id-2622287738/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-cozinha-vila-madalena-zona-oeste-sao-paulo-sp-125m2-id-2622287738/"">Apartamento à venda no bairro Vila Madalena - São Paulo/SP, Zona Oeste</a>",,,Hidaka Imóveis
1833,1155000,2146,4,4,1,0,-1.0,121,9545.454545454546,Rua Fradique Coutinho,,Pinheiros,05416011,São Paulo,SP,BR,"Rua Fradique Coutinho , Pinheiros, 05416011, São Paulo, SP, BR","Apartamento com 4 dormitórios à venda, 121 m² por R$ 1.155.000,00 - Pinheiros - São Paulo/SP",https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-mobiliado-pinheiros-zona-oeste-sao-paulo-sp-121m2-id-2651199518/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-mobiliado-pinheiros-zona-oeste-sao-paulo-sp-121m2-id-2651199518/"">Apartamento com 4 dormitórios à venda, 121 m² por R$ 1.155.000,00 - Pinheiros - São Paulo/SP</a>",,,CDIA Corretores de imóveis Associados LTDA
1834,1190000,1072,3,3,1,2,1980.0,129,9224.806201550387,Rua Alves Guimarães,921,Pinheiros,05410001,São Paulo,SP,BR,"Rua Alves Guimarães 921, Pinheiros, 05410001, São Paulo, SP, BR","Apartamento tipo para venda com 3 quartos, 129m²",https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-pinheiros-zona-oeste-sao-paulo-sp-129m2-id-2656573048/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-pinheiros-zona-oeste-sao-paulo-sp-129m2-id-2656573048/"">Apartamento tipo para venda com 3 quartos, 129m²</a>",-23.554664,-46.679145,Vitrine de Exclusividades
1835,850000,1700,3,2,1,0,-1.0,125,6800.0,Rua Cardeal Arcoverde,,Vila Madalena,05407002,São Paulo,SP,BR,"Rua Cardeal Arcoverde , Vila Madalena, 05407002, São Paulo, SP, BR","Apartamento à venda no bairro Vila Madalena - São Paulo/SP, Zona Oeste",https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-cozinha-vila-madalena-zona-oeste-sao-paulo-sp-125m2-id-2622289350/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-cozinha-vila-madalena-zona-oeste-sao-paulo-sp-125m2-id-2622289350/"">Apartamento à venda no bairro Vila Madalena - São Paulo/SP, Zona Oeste</a>",,,Hidaka Imóveis
1836,1000000,2660,3,3,1,0,-1.0,110,9090.90909090909,Rua Artur de Azevedo,,Pinheiros,05404002,São Paulo,SP,BR,"Rua Artur de Azevedo , Pinheiros, 05404002, São Paulo, SP, BR","Apartamento à Venda - Pinheiros, 3 Quartos, 110 m2",https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-110m2-id-2549211414/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-110m2-id-2549211414/"">Apartamento à Venda - Pinheiros, 3 Quartos, 110 m2</a>",,,QuintoAndar Vendas
1837,1000000,2298,3,3,1,0,-1.0,126,7936.507936507936,Rua Mourato Coelho,,Pinheiros,05417001,São Paulo,SP,BR,"Rua Mourato Coelho , Pinheiros, 05417001, São Paulo, SP, BR","Apartamento à Venda - Pinheiros, 3 Quartos, 126 m2",https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-126m2-id-2647041462/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-pinheiros-zona-oeste-sao-paulo-sp-126m2-id-2647041462/"">Apartamento à Venda - Pinheiros, 3 Quartos, 126 m2</a>",,,QuintoAndar Vendas
1838,1200000,1500,3,1,1,0,-1.0,130,9230.76923076923,Rua Mourato Coelho,,Vila Madalena,05417001,São Paulo,SP,BR,"Rua Mourato Coelho , Vila Madalena, 05417001, São Paulo, SP, BR","Apartamento à venda no bairro Vila Madalena - São Paulo/SP, Zona Oeste",https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-cozinha-vila-madalena-zona-oeste-sao-paulo-sp-130m2-id-2591870031/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-cozinha-vila-madalena-zona-oeste-sao-paulo-sp-130m2-id-2591870031/"">Apartamento à venda no bairro Vila Madalena - São Paulo/SP, Zona Oeste</a>",,,Hidaka Imóveis
1839,960000,1189,3,2,1,0,-1.0,110,8727.272727272728,,,Pinheiros,05413021,São Paulo,SP,BR," , Pinheiros, 05413021, São Paulo, SP, BR","Apartamento à venda, 110 m² por R$ 960.000,00 - Pinheiros - São Paulo/SP",https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-elevador-pinheiros-zona-oeste-sao-paulo-sp-110m2-id-2584930529/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-elevador-pinheiros-zona-oeste-sao-paulo-sp-110m2-id-2584930529/"">Apartamento à venda, 110 m² por R$ 960.000,00 - Pinheiros - São Paulo/SP</a>",,,UNION SP
1840,850000,1550,3,2,1,0,-1.0,115,7391.304347826087,Avenida Pedroso de Morais,,Pinheiros,05419000,São Paulo,SP,BR,"Avenida Pedroso de Morais , Pinheiros, 05419000, São Paulo, SP, BR","Apartamento à venda no bairro Pinheiros - São Paulo/SP, Zona Oeste",https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-cozinha-pinheiros-zona-oeste-sao-paulo-sp-115m2-id-2638800959/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-cozinha-pinheiros-zona-oeste-sao-paulo-sp-115m2-id-2638800959/"">Apartamento à venda no bairro Pinheiros - São Paulo/SP, Zona Oeste</a>",,,Hidaka Imóveis
1841,850000,1550,3,2,1,0,-1.0,115,7391.304347826087,Avenida Pedroso de Morais,,Pinheiros,05419000,São Paulo,SP,BR,"Avenida Pedroso de Morais , Pinheiros, 05419000, São Paulo, SP, BR","Apartamento à venda no bairro Pinheiros - São Paulo/SP, Zona Oeste",https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-cozinha-pinheiros-zona-oeste-sao-paulo-sp-115m2-id-2638797414/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-cozinha-pinheiros-zona-oeste-sao-paulo-sp-115m2-id-2638797414/"">Apartamento à venda no bairro Pinheiros - São Paulo/SP, Zona Oeste</a>",,,Hidaka Imóveis
1842,1200000,1800,2,1,1,0,-1.0,120,10000.0,Rua Mourato Coelho,,Pinheiros,05417000,São Paulo,SP,BR,"Rua Mourato Coelho , Pinheiros, 05417000, São Paulo, SP, BR",SAO PAULO - Apartamento padrao - PINHEIROS,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-elevador-pinheiros-zona-oeste-sao-paulo-sp-120m2-id-2601197274/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-elevador-pinheiros-zona-oeste-sao-paulo-sp-120m2-id-2601197274/"">SAO PAULO - Apartamento padrao - PINHEIROS</a>",,,Pacheco Imóveis
1843,900000,1400,4,3,1,4,-1.0,120,7500.0,Rua dos Pinheiros,,Pinheiros,05422001,São Paulo,SP,BR,"Rua dos Pinheiros , Pinheiros, 05422001, São Paulo, SP, BR","Apartamento com 4 dormitórios à venda, 120 m² por R$ 900.000,00 - Pinheiros - São Paulo/SP",https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-cozinha-pinheiros-zona-oeste-sao-paulo-sp-120m2-id-2525888172/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-cozinha-pinheiros-zona-oeste-sao-paulo-sp-120m2-id-2525888172/"">Apartamento com 4 dormitórios à venda, 120 m² por R$ 900.000,00 - Pinheiros - São Paulo/SP</a>",,,ABG NEGOCIOS IMOBILIARIOS LTDA
1844,890000,896,2,1,1,0,-1.0,104,8557.692307692309,Praça Benedito Calixto,,Pinheiros,05406040,São Paulo,SP,BR,"Praça Benedito Calixto , Pinheiros, 05406040, São Paulo, SP, BR",SAO PAULO - Apartamento padrao - PINHEIROS,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-elevador-pinheiros-zona-oeste-sao-paulo-sp-104m2-id-2561603672/,"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-elevador-pinheiros-zona-oeste-sao-paulo-sp-104m2-id-2561603672/"">SAO PAULO - Apartamento padrao - PINHEIROS</a>",,,Pacheco Imóveis
