;price;condo_fee;bedrooms;bathrooms;vacancies;floor;construction_year;total_area_m2;price_per_area;street_address;street_number;address;description;url;link;latitude;longitude;advertizer
9449;1150000;0;3;4;3;0;-1.0;180;6388.888888888889;Rua General Gurjão;;Rua General Gurjão , Vila Mariana, 04113070, São Paulo, SP, BR;Sobrado com 3 dormitórios à venda, 180 m² por R$ 1.150.000,00 - Vila Mariana - São Paulo/SP;https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-com-piscina-vila-mariana-zona-sul-sao-paulo-sp-180m2-id-2638631076/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-com-piscina-vila-mariana-zona-sul-sao-paulo-sp-180m2-id-2638631076/"">Sobrado com 3 dormitórios à venda, 180 m² por R$ 1.150.000,00 - Vila Mariana - São Paulo/SP</a>";;;Digiway Imóveis e Administração Ltda - ME
9452;895000;1900;3;2;1;0;-1.0;180;4972.222222222223;;; , Vila Mariana, 04010200, São Paulo, SP, BR;00899 - Apartamento 3 Dorms. (1 Suíte), VILA MARIANA - SÃO PAULO/SP;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-sala-de-jantar-vila-mariana-zona-sul-sao-paulo-sp-180m2-id-2574230250/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-sala-de-jantar-vila-mariana-zona-sul-sao-paulo-sp-180m2-id-2574230250/"">00899 - Apartamento 3 Dorms. (1 Suíte), VILA MARIANA - SÃO PAULO/SP</a>";;;Fernando Yassuo Katayama
9454;790000;0;3;2;1;0;-1.0;130;6076.923076923077;Rua Eça de Queiroz;571;Rua Eça de Queiroz 571, Vila Mariana, 04011032, São Paulo, SP, BR;Sobrado à venda 130m² 3 quartos Residencial/Comercial - R$ 790.000,00;https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-com-churrasqueira-vila-mariana-zona-sul-sao-paulo-sp-130m2-id-2583797430/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-com-churrasqueira-vila-mariana-zona-sul-sao-paulo-sp-130m2-id-2583797430/"">Sobrado à venda 130m² 3 quartos Residencial/Comercial - R$ 790.000,00</a>";-23.580166;-46.64629;RD DO NASCIMENTO IMOVEIS - ME
9456;1200000;0;3;2;2;0;-1.0;200;6000.0;Rua Baltazar Lisboa;352;Rua Baltazar Lisboa 352, Vila Mariana, 04110061, São Paulo, SP, BR;SãO PAULO - Sobrado Padrão - Vila Mariana;https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-com-churrasqueira-vila-mariana-zona-sul-sao-paulo-sp-200m2-id-2545813576/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-com-churrasqueira-vila-mariana-zona-sul-sao-paulo-sp-200m2-id-2545813576/"">SãO PAULO - Sobrado Padrão - Vila Mariana</a>";-23.585122;-46.631819;GLOBAL VILA MARIANA
9459;670000;824;3;3;0;0;1970.0;143;4685.314685314685;Rua Cubatão;714;Rua Cubatão 714, Vila Mariana, 04013000, São Paulo, SP, BR;Apartamento com 3 dormitórios à venda, 143 m² por R$ 670.000 - Vila Mariana - São Paulo/SP;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-vila-mariana-zona-sul-sao-paulo-sp-143m2-id-2614930193/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-vila-mariana-zona-sul-sao-paulo-sp-143m2-id-2614930193/"">Apartamento com 3 dormitórios à venda, 143 m² por R$ 670.000 - Vila Mariana - São Paulo/SP</a>";-23.578284;-46.642835;Hedge Imóveis
9460;950000;739;3;3;1;0;1970.0;162;5864.197530864198;Rua Madre Cabrini;214;Rua Madre Cabrini 214, Vila Mariana, 04020001, São Paulo, SP, BR;Apartamento com 3 dormitórios à venda, 162 m² por R$ 950.000 - Vila Mariana - São Paulo/SP;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-churrasqueira-vila-mariana-zona-sul-sao-paulo-sp-162m2-id-2614704899/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-churrasqueira-vila-mariana-zona-sul-sao-paulo-sp-162m2-id-2614704899/"">Apartamento com 3 dormitórios à venda, 162 m² por R$ 950.000 - Vila Mariana - São Paulo/SP</a>";-23.590753;-46.637053;Hedge Imóveis
9464;795000;0;3;1;1;0;-1.0;130;6115.384615384615;Rua Eça de Queiroz;;Rua Eça de Queiroz , Vila Mariana, 04011033, São Paulo, SP, BR;Sobrado com 3 dormitórios à venda, 130 m² por R$ 795.000,00 - Vila Mariana - São Paulo/SP;https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-com-cozinha-vila-mariana-zona-sul-sao-paulo-sp-130m2-id-2580697893/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-com-cozinha-vila-mariana-zona-sul-sao-paulo-sp-130m2-id-2580697893/"">Sobrado com 3 dormitórios à venda, 130 m² por R$ 795.000,00 - Vila Mariana - São Paulo/SP</a>";;;Curcia Imóveis
9468;742000;1035;2;2;0;0;-1.0;125;5936.0;Rua Topázio;;Rua Topázio , Vila Mariana, 04105061, São Paulo, SP, BR;Apartamento à venda, Vila Mariana, São Paulo, SP - 125 m2;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-cozinha-vila-mariana-zona-sul-sao-paulo-sp-125m2-id-2572504014/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-cozinha-vila-mariana-zona-sul-sao-paulo-sp-125m2-id-2572504014/"">Apartamento à venda, Vila Mariana, São Paulo, SP - 125 m2</a>";;;VIEIRA IMOVEIS
9472;1200000;0;3;2;3;0;-1.0;192;6250.0;Rua Pero Correia;;Rua Pero Correia , Vila Mariana, 04113040, São Paulo, SP, BR;Casa Sobrado em Vila MARIANA - São Paulo;https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-vila-mariana-zona-sul-sao-paulo-sp-192m2-id-2605413673/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-vila-mariana-zona-sul-sao-paulo-sp-192m2-id-2605413673/"">Casa Sobrado em Vila MARIANA - São Paulo</a>";;;Geplan assessoria imobiliária Ltda.
9474;850000;0;2;2;1;0;1964.0;145;5862.068965517241;Rua Pero Correia;;Rua Pero Correia , Vila Mariana, 04113041, São Paulo, SP, BR;Sobrado à venda 2 quartos 1 suíte 1 vaga Vila Mariana - São Paulo - SP;https://www.zapimoveis.com.br/imovel/venda-sobrados-2-quartos-com-varanda-vila-mariana-zona-sul-sao-paulo-sp-145m2-id-2524882615/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-sobrados-2-quartos-com-varanda-vila-mariana-zona-sul-sao-paulo-sp-145m2-id-2524882615/"">Sobrado à venda 2 quartos 1 suíte 1 vaga Vila Mariana - São Paulo - SP</a>";;;Guaíra Negócios Imobiliários - 21699-J-SP
9476;900000;0;3;3;2;0;-1.0;150;6000.0;Rua Álvaro Neto;;Rua Álvaro Neto , Vila Mariana, 04112070, São Paulo, SP, BR;Sobrado Residencial VILA MARIANA;https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-com-sala-de-jantar-vila-mariana-zona-sul-sao-paulo-sp-150m2-id-2545973618/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-com-sala-de-jantar-vila-mariana-zona-sul-sao-paulo-sp-150m2-id-2545973618/"">Sobrado Residencial VILA MARIANA</a>";;;Novo Stillo Negócios Imobiliários
9484;960000;1850;3;3;1;2;-1.0;160;6000.0;Rua Joaquim Távora;;Rua Joaquim Távora , Vila Mariana, 04015001, São Paulo, SP, BR;500 METROS DO METRÕ ANA ROSA;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-vila-mariana-zona-sul-sao-paulo-sp-160m2-id-2624444706/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-vila-mariana-zona-sul-sao-paulo-sp-160m2-id-2624444706/"">500 METROS DO METRÕ ANA ROSA</a>";;;Klabin Imóveis
9486;799999;0;3;3;2;0;-1.0;190;4210.521052631579;Rua Brás Lourenço;;Rua Brás Lourenço , Vila Mariana, 04113110, São Paulo, SP, BR;Sobrado com 3 dormitórios à venda, 190 m² por R$ 849.999,99 - Vila Mariana - São Paulo/SP;https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-com-churrasqueira-vila-mariana-zona-sul-sao-paulo-sp-190m2-id-2567796411/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-com-churrasqueira-vila-mariana-zona-sul-sao-paulo-sp-190m2-id-2567796411/"">Sobrado com 3 dormitórios à venda, 190 m² por R$ 849.999,99 - Vila Mariana - São Paulo/SP</a>";;;Digiway Imóveis e Administração Ltda - ME
9490;618000;950;2;2;0;0;-1.0;111;5567.5675675675675;Rua Topázio;;Rua Topázio , Aclimação, 04105061, São Paulo, SP, BR;Apartamento à venda no bairro Aclimação - São Paulo/SP, Zona Central;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-elevador-aclimacao-centro-sao-paulo-sp-111m2-id-2602092252/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-elevador-aclimacao-centro-sao-paulo-sp-111m2-id-2602092252/"">Apartamento à venda no bairro Aclimação - São Paulo/SP, Zona Central</a>";;;Hidaka Imóveis
9492;1200000;0;3;3;3;0;-1.0;220;5454.545454545455;Rua Santa Cruz;;Rua Santa Cruz , Vila Firmiano Pinto, 04122000, São Paulo, SP, BR;Sobrado com 3 dormitórios à venda, 220 m² por R$ 1.200.000,00 - Vila Firmiano Pinto - São Paulo/SP;https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-mobiliado-vila-firmiano-pinto-zona-sul-sao-paulo-sp-220m2-id-2573796150/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-mobiliado-vila-firmiano-pinto-zona-sul-sao-paulo-sp-220m2-id-2573796150/"">Sobrado com 3 dormitórios à venda, 220 m² por R$ 1.200.000,00 - Vila Firmiano Pinto - São Paulo/SP</a>";;;Curcia Imóveis
9497;1200000;0;3;2;2;0;-1.0;250;4800.0;Rua Pero Correia;;Rua Pero Correia , Vila Mariana, 04113041, São Paulo, SP, BR;Casa à Venda - Vila Mariana, 3 Quartos, 250 m2;https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-mobiliado-vila-mariana-zona-sul-sao-paulo-sp-250m2-id-2650855161/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-mobiliado-vila-mariana-zona-sul-sao-paulo-sp-250m2-id-2650855161/"">Casa à Venda - Vila Mariana, 3 Quartos, 250 m2</a>";;;QuintoAndar Vendas
9500;1145000;0;3;4;2;0;1979.0;177;6468.926553672316;;; , Aclimação, 04113000, São Paulo, SP, BR;Sobrado 3dormitorios 2 vagas;https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-aclimacao-centro-sao-paulo-sp-177m2-id-2540364082/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-aclimacao-centro-sao-paulo-sp-177m2-id-2540364082/"">Sobrado 3dormitorios 2 vagas</a>";;;LOPES PRIME
9506;1200000;1884;5;3;1;0;-1.0;188;6382.978723404255;Rua Domingos de Morais;1280;Rua Domingos de Morais 1280, Vila Mariana, 04010200, São Paulo, SP, BR;Coberura duplex Vila Mariana Edifico Itapema;https://www.zapimoveis.com.br/imovel/venda-cobertura-5-quartos-vila-mariana-zona-sul-sao-paulo-sp-188m2-id-2601038200/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-cobertura-5-quartos-vila-mariana-zona-sul-sao-paulo-sp-188m2-id-2601038200/"">Coberura duplex Vila Mariana Edifico Itapema</a>";-23.587614;-46.635694;FMS IMOVEIS
9509;940000;0;3;3;2;0;-1.0;150;6266.666666666667;;; , Vila Mariana, 04112070, São Paulo, SP, BR;SOBRADO RFORMADO 03 DORMITORIOS VENDE VILA MARIANA COM 150 M² (11) 9.5778.1936;https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-vila-mariana-zona-sul-sao-paulo-sp-150m2-id-2579581267/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-vila-mariana-zona-sul-sao-paulo-sp-150m2-id-2579581267/"">SOBRADO RFORMADO 03 DORMITORIOS VENDE VILA MARIANA COM 150 M² (11) 9.5778.1936</a>";;;TECNOZIL IMÓVEIS
9510;790000;0;3;1;1;0;1948.0;130;6076.923076923077;Rua Eça de Queiróz;;Rua Eça de Queiróz , Vila Mariana, 04011050, São Paulo, SP, BR;SOBRADO 3 DORM 1 AVGA BEM LOCALIZADO VILA MARIANA PROX DO METRO ANA ROSA;https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-vila-mariana-zona-sul-sao-paulo-sp-130m2-id-2594792224/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-vila-mariana-zona-sul-sao-paulo-sp-130m2-id-2594792224/"">SOBRADO 3 DORM 1 AVGA BEM LOCALIZADO VILA MARIANA PROX DO METRO ANA ROSA</a>";;;AZULLE - IMOVEIS S/S LTDA
9511;850000;0;3;2;2;0;-1.0;164;5182.926829268293;Rua Timburiba;0108;Rua Timburiba 0108, Vila Mariana, 04119080, São Paulo, SP, BR;SãO PAULO - Sobrado Padrão - Vila Mariana;https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-com-sala-de-jantar-vila-mariana-zona-sul-sao-paulo-sp-164m2-id-2545812934/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-com-sala-de-jantar-vila-mariana-zona-sul-sao-paulo-sp-164m2-id-2545812934/"">SãO PAULO - Sobrado Padrão - Vila Mariana</a>";-23.600683;-46.635638;GLOBAL VILA MARIANA
9512;1169000;0;3;3;2;0;-1.0;225;5195.555555555556;Rua Brás Lourenço;;Rua Brás Lourenço , Vila Mariana, 04113110, São Paulo, SP, BR;Casa à Venda - Vila Mariana, 3 Quartos, 225 m2;https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-vila-mariana-zona-sul-sao-paulo-sp-225m2-id-2545305952/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-vila-mariana-zona-sul-sao-paulo-sp-225m2-id-2545305952/"">Casa à Venda - Vila Mariana, 3 Quartos, 225 m2</a>";;;QuintoAndar Vendas
9514;870000;0;3;1;2;0;-1.0;145;6000.0;Rua General Eloy Alfaro;;Rua General Eloy Alfaro , Vila Mariana, 04139060, São Paulo, SP, BR;SOBRADO VENDA VILA MARIANA, 145m²;https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-cozinha-vila-mariana-zona-sul-sao-paulo-sp-145m2-id-2552760070/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-cozinha-vila-mariana-zona-sul-sao-paulo-sp-145m2-id-2552760070/"">SOBRADO VENDA VILA MARIANA, 145m²</a>";;;IMOBILIARIA NEWTON ALVAREZ LTDA - EPP
9517;1200000;0;2;4;2;0;-1.0;250;4800.0;Rua Calixto da Mota;;Rua Calixto da Mota , Vila Mariana, 04117100, São Paulo, SP, BR;Casa com 2 quartos à venda em Vila Mariana - SP;https://www.zapimoveis.com.br/imovel/venda-sobrados-2-quartos-com-quintal-vila-mariana-zona-sul-sao-paulo-sp-250m2-id-2557522246/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-sobrados-2-quartos-com-quintal-vila-mariana-zona-sul-sao-paulo-sp-250m2-id-2557522246/"">Casa com 2 quartos à venda em Vila Mariana - SP</a>";;;Lopes Prime - Moema
9522;990000;0;3;2;2;0;-1.0;180;5500.0;Rua Álvaro Neto;;Rua Álvaro Neto , Vila Mariana, 04112070, São Paulo, SP, BR;SOBRADO À VENDA VILA MARIANA;https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-vila-mariana-zona-sul-sao-paulo-sp-180m2-id-2620574332/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-vila-mariana-zona-sul-sao-paulo-sp-180m2-id-2620574332/"">SOBRADO À VENDA VILA MARIANA</a>";;;Predial Lins Imóveis
9527;640000;0;2;2;0;0;-1.0;100;6400.0;Rua Marselhesa;;Rua Marselhesa , Vila Mariana, 04020060, São Paulo, SP, BR;Sobrado com 2 dormitórios à venda por R$ 640.000 - Vila Mariana - São Paulo/SP;https://www.zapimoveis.com.br/imovel/venda-sobrados-2-quartos-vila-mariana-zona-sul-sao-paulo-sp-100m2-id-2624759150/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-sobrados-2-quartos-vila-mariana-zona-sul-sao-paulo-sp-100m2-id-2624759150/"">Sobrado com 2 dormitórios à venda por R$ 640.000 - Vila Mariana - São Paulo/SP</a>";;;Isabela Imóveis
9528;850000;0;2;2;1;0;1964.0;145;5862.068965517241;Rua Pero Correia;;Rua Pero Correia , Vila Mariana, 04113041, São Paulo, SP, BR;Sobrado a venda, 2 dormitórios, 1 vaga, 145m², Vila Mariana;https://www.zapimoveis.com.br/imovel/venda-sobrados-2-quartos-vila-mariana-zona-sul-sao-paulo-sp-145m2-id-2556312624/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-sobrados-2-quartos-vila-mariana-zona-sul-sao-paulo-sp-145m2-id-2556312624/"">Sobrado a venda, 2 dormitórios, 1 vaga, 145m², Vila Mariana</a>";;;SP House Imobiliária e Administradora - LTDA
9529;1100000;1900;3;4;1;0;-1.0;170;6470.588235294118;;; , Vila Mariana, 04105060, São Paulo, SP, BR;São Paulo - Apartamento Padrão - Vila Mariana;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-vila-mariana-zona-sul-sao-paulo-sp-170m2-id-2653255746/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-vila-mariana-zona-sul-sao-paulo-sp-170m2-id-2653255746/"">São Paulo - Apartamento Padrão - Vila Mariana</a>";;;ADRIANO SILVA IMOVEIS
9530;840000;0;2;2;1;0;1964.0;145;5793.103448275862;Rua Pero Correia;;Rua Pero Correia , Vila Mariana, 04113041, São Paulo, SP, BR;Casa com 2 quartos à venda em Vila Mariana - SP;https://www.zapimoveis.com.br/imovel/venda-sobrados-2-quartos-com-armario-embutido-vila-mariana-zona-sul-sao-paulo-sp-145m2-id-2647024511/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-sobrados-2-quartos-com-armario-embutido-vila-mariana-zona-sul-sao-paulo-sp-145m2-id-2647024511/"">Casa com 2 quartos à venda em Vila Mariana - SP</a>";;;Lopes Prime - Moema
9531;690000;0;2;2;0;0;-1.0;118;5847.457627118644;Rua Topázio;;Rua Topázio , Vila Mariana, 04105062, São Paulo, SP, BR;Vendo casa próx a paulista, metrô paraíso,;https://www.zapimoveis.com.br/imovel/venda-sobrados-2-quartos-com-cozinha-grande-vila-mariana-zona-sul-sao-paulo-sp-118m2-id-2619856219/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-sobrados-2-quartos-com-cozinha-grande-vila-mariana-zona-sul-sao-paulo-sp-118m2-id-2619856219/"">Vendo casa próx a paulista, metrô paraíso,</a>";;;Predial Lins Imóveis
9534;965000;2200;3;3;2;1;-1.0;150;6433.333333333333;Rua Colônia da Glória;591;Rua Colônia da Glória 591, Vila Mariana, 04113001, São Paulo, SP, BR;Apartamento com 3 dormitórios na Vila Mariana.;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-vila-mariana-zona-sul-sao-paulo-sp-150m2-id-2646273274/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-vila-mariana-zona-sul-sao-paulo-sp-150m2-id-2646273274/"">Apartamento com 3 dormitórios na Vila Mariana.</a>";-23.587728;-46.626889;RI IMOB DIGITAL
9544;860000;0;3;3;2;0;1990.0;150;5733.333333333333;Rua Álvaro Neto;;Rua Álvaro Neto , Vila Mariana, 04112070, São Paulo, SP, BR;Casa com 3 dormitórios à venda, 150 m² por R$ 860.000,00 - Vila Mariana - São Paulo/SP;https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-churrasqueira-vila-mariana-zona-sul-sao-paulo-sp-150m2-id-2607297706/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-churrasqueira-vila-mariana-zona-sul-sao-paulo-sp-150m2-id-2607297706/"">Casa com 3 dormitórios à venda, 150 m² por R$ 860.000,00 - Vila Mariana - São Paulo/SP</a>";;;KIN IMÓVEIS
9546;585000;0;2;2;0;0;-1.0;100;5850.0;Rua Marselhesa;265;Rua Marselhesa 265, Vila Mariana, 04020060, São Paulo, SP, BR;SOBRADO RESIDENCIAL - VILA MARIANA - 02 DORMS.;https://www.zapimoveis.com.br/imovel/venda-sobrados-2-quartos-com-cozinha-vila-mariana-zona-sul-sao-paulo-sp-100m2-id-2535430784/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-sobrados-2-quartos-com-cozinha-vila-mariana-zona-sul-sao-paulo-sp-100m2-id-2535430784/"">SOBRADO RESIDENCIAL - VILA MARIANA - 02 DORMS.</a>";-23.594447;-46.640869;C2+ Negócios Imobiliários
9548;795000;0;2;2;1;0;-1.0;145;5482.758620689655;;; , Vila Mariana, 04113041, São Paulo, SP, BR;SOBRADO 02 DORMITORIOS VENDE JARDIM DA GLORIA COM 145 M² (11) 9.5778.1936;https://www.zapimoveis.com.br/imovel/venda-sobrados-2-quartos-vila-mariana-zona-sul-sao-paulo-sp-145m2-id-2580415500/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-sobrados-2-quartos-vila-mariana-zona-sul-sao-paulo-sp-145m2-id-2580415500/"">SOBRADO 02 DORMITORIOS VENDE JARDIM DA GLORIA COM 145 M² (11) 9.5778.1936</a>";;;TECNOZIL IMÓVEIS
9554;1000000;1200;4;3;1;0;1998.0;179;5586.592178770949;Rua José Antônio Coelho;;Rua José Antônio Coelho , Vila Mariana, 04011060, São Paulo, SP, BR;Apartamento 4 dormitórios, 179 m² - Vila Mariana - São Paulo/SP;https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-ar-condicionado-vila-mariana-zona-sul-sao-paulo-sp-179m2-id-2596374994/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-ar-condicionado-vila-mariana-zona-sul-sao-paulo-sp-179m2-id-2596374994/"">Apartamento 4 dormitórios, 179 m² - Vila Mariana - São Paulo/SP</a>";;;VGV ASSESSORIA EM ADMINISTRAÇÃO DE BENS
9560;850000;1282;4;3;1;0;-1.0;132;6439.393939393939;Rua Madre Cabrini;;Rua Madre Cabrini , Vila Mariana, 04020000, São Paulo, SP, BR;Apartamento à Venda - Vila Mariana, 4 Quartos, 132 m2;https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-churrasqueira-vila-mariana-zona-sul-sao-paulo-sp-132m2-id-2653014427/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-churrasqueira-vila-mariana-zona-sul-sao-paulo-sp-132m2-id-2653014427/"">Apartamento à Venda - Vila Mariana, 4 Quartos, 132 m2</a>";;;QuintoAndar Vendas
9561;1200000;0;2;3;2;0;-1.0;250;4800.0;Rua Calixto da Mota;100;Rua Calixto da Mota 100, Vila Mariana, 04117100, São Paulo, SP, BR;Casa com 2 dormitórios à venda, 250 m² por R$ 1.200.000,00 - Vila Mariana - São Paulo/SP;https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-vila-mariana-zona-sul-sao-paulo-sp-250m2-id-2600935882/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-vila-mariana-zona-sul-sao-paulo-sp-250m2-id-2600935882/"">Casa com 2 dormitórios à venda, 250 m² por R$ 1.200.000,00 - Vila Mariana - São Paulo/SP</a>";-23.588875;-46.630082;Mega Brasil Imóveis
9577;750000;1035;2;2;0;3;1975.0;125;6000.0;Rua Topázio;;Rua Topázio , Vila Mariana, 04105063, São Paulo, SP, BR;Excelente apartamento com 125m na Aclimação;https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-deposito-privativo-vila-mariana-zona-sul-sao-paulo-sp-125m2-id-2599716893/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-deposito-privativo-vila-mariana-zona-sul-sao-paulo-sp-125m2-id-2599716893/"">Excelente apartamento com 125m na Aclimação</a>";;;KIN IMÓVEIS
9578;790000;0;3;1;1;1;-1.0;130;6076.923076923077;Rua Eça de Queiroz;571;Rua Eça de Queiroz 571, Vila Mariana, 04011032, São Paulo, SP, BR;CASA ASSOBRADADA - VILA MARIANA - SP;https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-vila-mariana-zona-sul-sao-paulo-sp-130m2-id-2653452738/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-vila-mariana-zona-sul-sao-paulo-sp-130m2-id-2653452738/"">CASA ASSOBRADADA - VILA MARIANA - SP</a>";-23.580166;-46.64629;Leardi Brooklin 116
9582;1170000;0;3;2;4;0;-1.0;218;5366.972477064221;Rua Estela dos Santos;;Rua Estela dos Santos , Vila Mariana, 04128040, São Paulo, SP, BR;Sobrado Residencial/Comercial 218m2 Vila Mariana - Venda;https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-vila-mariana-zona-sul-sao-paulo-sp-218m2-id-2542504221/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-vila-mariana-zona-sul-sao-paulo-sp-218m2-id-2542504221/"">Sobrado Residencial/Comercial 218m2 Vila Mariana - Venda</a>";;;Lopes Condovel Vila Mariana
9584;950000;720;3;3;0;3;1962.0;210;4523.809523809524;Rua Tumiaru;22;Rua Tumiaru 22, Moema, 04008050, São Paulo, SP, BR;Apartamento à venda em Paraíso com 210 m², 3 quartos;https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-moema-zona-sul-sao-paulo-sp-210m2-id-2650325423/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-moema-zona-sul-sao-paulo-sp-210m2-id-2650325423/"">Apartamento à venda em Paraíso com 210 m², 3 quartos</a>";-23.579978;-46.65128;RI Negócios Imobiliários
9589;750000;0;3;1;1;0;1948.0;130;5769.2307692307695;Rua Eça de Queiroz;;Rua Eça de Queiroz , Vila Mariana, 04011032, São Paulo, SP, BR;Sobrado Vila Mariana;https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-vila-mariana-zona-sul-sao-paulo-sp-130m2-id-2575342091/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-vila-mariana-zona-sul-sao-paulo-sp-130m2-id-2575342091/"">Sobrado Vila Mariana</a>";;;BAMBERG
9593;740000;0;3;3;0;0;-1.0;122;6065.573770491803;;; , Vila Mariana, 04110061, São Paulo, SP, BR;SAO PAULO - Casa Padrão - VILA MARIANA;https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-com-ar-condicionado-vila-mariana-zona-sul-sao-paulo-sp-122m2-id-2578536779/;"<a href=""https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-com-ar-condicionado-vila-mariana-zona-sul-sao-paulo-sp-122m2-id-2578536779/"">SAO PAULO - Casa Padrão - VILA MARIANA</a>";;;MARC NEGÓCIOS IMOBILIÁRIOS
